seed,program,generation,status,detail,repaired,runtime_ms
0,gen1_01,1,error,KeyError: 'ornois',False,0.0
0,gen1_02,1,error,KeyError: 'ornois',False,0.0
0,gen1_03,1,ok,,False,0.023
0,gen1_04,1,ok,,False,0.049
0,gen1_05,1,error,KeyError: 'ornois',False,0.0
0,gen1_06,1,ok,,False,0.049
0,gen2_01,2,ok,,False,0.047
0,gen2_02,2,error,KeyError: 'ornoess',False,0.0
0,gen2_03,2,ok,,False,0.023
0,gen2_04,2,error,KeyError: 'ornoess',False,0.0
0,gen2_05,2,error,KeyError: 'ornoess',False,0.0
0,gen2_06,2,error,"TypeError: list indices must be integers or slices, not float",False,0.0
0,gen3_01,3,infeasible,non-integer task id,False,0.05
0,gen3_02,3,ok,,False,0.018
0,gen3_03,3,infeasible,non-integer task id,False,0.02
0,gen3_04,3,infeasible,technician is not a list,False,0.217
0,gen3_05,3,ok,,False,0.015
0,gen3_06,3,infeasible,non-integer task id,False,0.05
1,gen1_01,1,error,KeyError: 'ornois',False,0.0
1,gen1_02,1,error,KeyError: 'ornois',False,0.0
1,gen1_03,1,ok,,False,0.021
1,gen1_04,1,ok,,False,0.048
1,gen1_05,1,error,KeyError: 'ornois',False,0.0
1,gen1_06,1,ok,,False,0.048
1,gen2_01,2,ok,,False,0.046
1,gen2_02,2,error,KeyError: 'ornoess',False,0.0
1,gen2_03,2,ok,,False,0.022
1,gen2_04,2,error,KeyError: 'ornoess',False,0.0
1,gen2_05,2,error,KeyError: 'ornoess',False,0.0
1,gen2_06,2,error,"TypeError: list indices must be integers or slices, not float",False,0.0
1,gen3_01,3,infeasible,non-integer task id,False,0.047
1,gen3_02,3,ok,,False,0.018
1,gen3_03,3,infeasible,non-integer task id,False,0.019
1,gen3_04,3,infeasible,technician is not a list,False,0.215
1,gen3_05,3,ok,,False,0.015
1,gen3_06,3,infeasible,non-integer task id,False,0.047
2,gen1_01,1,error,KeyError: 'ornois',False,0.0
2,gen1_02,1,error,KeyError: 'ornois',False,0.0
2,gen1_03,1,ok,,False,0.019
2,gen1_04,1,ok,,False,0.045
2,gen1_05,1,error,KeyError: 'ornois',False,0.0
2,gen1_06,1,ok,,False,0.046
2,gen2_01,2,ok,,False,0.046
2,gen2_02,2,error,KeyError: 'ornoess',False,0.0
2,gen2_03,2,ok,,False,0.023
2,gen2_04,2,error,KeyError: 'ornoess',False,0.0
2,gen2_05,2,error,KeyError: 'ornoess',False,0.0
2,gen2_06,2,error,"TypeError: list indices must be integers or slices, not float",False,0.0
2,gen3_01,3,infeasible,non-integer task id,False,0.045
2,gen3_02,3,ok,,False,0.017
2,gen3_03,3,infeasible,non-integer task id,False,0.02
2,gen3_04,3,infeasible,technician is not a list,False,0.216
2,gen3_05,3,ok,,False,0.016
2,gen3_06,3,infeasible,non-integer task id,False,0.065
3,gen1_01,1,error,KeyError: 'ornois',False,0.0
3,gen1_02,1,error,KeyError: 'ornois',False,0.0
3,gen1_03,1,ok,,False,0.021
3,gen1_04,1,ok,,False,0.044
3,gen1_05,1,error,KeyError: 'ornois',False,0.0
3,gen1_06,1,ok,,False,0.046
3,gen2_01,2,ok,,False,0.046
3,gen2_02,2,error,KeyError: 'ornoess',False,0.0
3,gen2_03,2,ok,,False,0.022
3,gen2_04,2,error,KeyError: 'ornoess',False,0.0
3,gen2_05,2,error,KeyError: 'ornoess',False,0.0
3,gen2_06,2,error,"TypeError: list indices must be integers or slices, not float",False,0.0
3,gen3_01,3,infeasible,non-integer task id,False,0.048
3,gen3_02,3,ok,,False,0.018
3,gen3_03,3,infeasible,non-integer task id,False,0.021
3,gen3_04,3,infeasible,technician is not a list,False,0.231
3,gen3_05,3,ok,,False,0.015
3,gen3_06,3,infeasible,non-integer task id,False,0.08
4,gen1_01,1,error,KeyError: 'ornois',False,0.0
4,gen1_02,1,error,KeyError: 'ornois',False,0.0
4,gen1_03,1,ok,,False,0.02
4,gen1_04,1,ok,,False,0.046
4,gen1_05,1,error,KeyError: 'ornois',False,0.0
4,gen1_06,1,ok,,False,0.049
4,gen2_01,2,ok,,False,0.045
4,gen2_02,2,error,KeyError: 'ornoess',False,0.0
4,gen2_03,2,ok,,False,0.022
4,gen2_04,2,error,KeyError: 'ornoess',False,0.0
4,gen2_05,2,error,KeyError: 'ornoess',False,0.0
