seed,program,generation,status,detail,repaired,runtime_ms
0,gen1_01,1,error,KeyError: 'ornois',False,0.0
0,gen1_02,1,error,KeyError: 'ornois',False,0.0
0,gen1_03,1,ok,,False,0.023
0,gen1_04,1,ok,,False,0.049
0,gen1_05,1,error,KeyError: 'ornois',False,0.0
0,gen1_06,1,ok,,False,0.048
0,gen2_01,2,ok,,False,0.047
0,gen2_02,2,error,KeyError: 'ornoess',False,0.0
0,gen2_03,2,ok,,False,0.025
0,gen2_04,2,error,KeyError: 'ornoess',False,0.0
0,gen2_05,2,error,KeyError: 'ornoess',False,0.0
0,gen2_06,2,error,"TypeError: list indices must be integers or slices, not float",False,0.0
1,gen1_01,1,error,KeyError: 'ornois',False,0.0
1,gen1_02,1,error,KeyError: 'ornois',False,0.0
1,gen1_03,1,ok,,False,0.021
1,gen1_04,1,ok,,False,0.045
1,gen1_05,1,error,KeyError: 'ornois',False,0.0
1,gen1_06,1,ok,,False,0.048
1,gen2_01,2,ok,,False,0.051
1,gen2_02,2,error,KeyError: 'ornoess',False,0.0
1,gen2_03,2,ok,,False,0.023
1,gen2_04,2,error,KeyError: 'ornoess',False,0.0
1,gen2_05,2,error,KeyError: 'ornoess',False,0.0
1,gen2_06,2,error,"TypeError: list indices must be integers or slices, not float",False,0.0
2,gen1_01,1,error,KeyError: 'ornois',False,0.0
2,gen1_02,1,error,KeyError: 'ornois',False,0.0
2,gen1_03,1,ok,,False,0.057
2,gen1_04,1,ok,,False,0.046
2,gen1_05,1,error,KeyError: 'ornois',False,0.0
2,gen1_06,1,ok,,False,0.05
2,gen2_01,2,ok,,False,0.046
2,gen2_02,2,error,KeyError: 'ornoess',False,0.0
2,gen2_03,2,ok,,False,0.023
2,gen2_04,2,error,KeyError: 'ornoess',False,0.0
2,gen2_05,2,error,KeyError: 'ornoess',False,0.0
2,gen2_06,2,error,"TypeError: list indices must be integers or slices, not float",False,0.0
3,gen1_01,1,error,KeyError: 'ornois',False,0.0
3,gen1_02,1,error,KeyError: 'ornois',False,0.0
3,gen1_03,1,ok,,False,0.019
3,gen1_04,1,ok,,False,0.044
3,gen1_05,1,error,KeyError: 'ornois',False,0.0
3,gen1_06,1,ok,,False,0.045
3,gen2_01,2,ok,,False,0.046
3,gen2_02,2,error,KeyError: 'ornoess',False,0.0
3,gen2_03,2,ok,,False,0.023
3,gen2_04,2,error,KeyError: 'ornoess',False,0.0
3,gen2_05,2,error,KeyError: 'ornoess',False,0.0
3,gen2_06,2,error,"TypeError: list indices must be integers or slices, not float",False,0.0
4,gen1_01,1,error,KeyError: 'ornois',False,0.0
4,gen1_02,1,error,KeyError: 'ornois',False,0.0
4,gen1_03,1,ok,,False,0.019
4,gen1_04,1,ok,,False,0.049
4,gen1_05,1,error,KeyError: 'ornois',False,0.0
4,gen1_06,1,ok,,False,0.052
4,gen2_01,2,ok,,False,0.046
4,gen2_02,2,error,KeyError: 'ornoess',False,0.0
4,gen2_03,2,ok,,False,0.022
4,gen2_04,2,error,KeyError: 'ornoess',False,0.0
4,gen2_05,2,error,KeyError: 'ornoess',False,0.0
4,gen2_06,2,error,"TypeError: list indices must be integers or slices, not float",False,0.0
5,gen1_01,1,error,KeyError: 'ornois',False,0.0
5,gen1_02,1,error,KeyError: 'ornois',False,0.0
5,gen1_03,1,ok,,False,0.02
5,gen1_04,1,ok,,False,0.045
5,gen1_05,1,error,KeyError: 'ornois',False,0.0
5,gen1_06,1,ok,,False,0.045
5,gen2_01,2,ok,,False,0.045
5,gen2_02,2,error,KeyError: 'ornoess',False,0.0
5,gen2_03,2,ok,,False,0.023
5,gen2_04,2,error,KeyError: 'ornoess',False,0.0
5,gen2_05,2,error,KeyError: 'ornoess',False,0.0
5,gen2_06,2,error,"TypeError: list indices must be integers or slices, not float",False,0.0
6,gen1_01,1,error,KeyError: 'ornois',False,0.0
6,gen1_02,1,error,KeyError: 'ornois',False,0.0
6,gen1_03,1,ok,,False,0.019
6,gen1_04,1,ok,,False,0.044
6,gen1_05,1,error,KeyError: 'ornois',False,0.0
6,gen1_06,1,ok,,False,0.047
6,gen2_01,2,ok,,False,0.045
6,gen2_02,2,error,KeyError: 'ornoess',False,0.0
6,gen2_03,2,ok,,False,0.023
6,gen2_04,2,error,KeyError: 'ornoess',False,0.0
